path,phase,TOE_conf,HOSEL_conf,GRIP_conf
sawada_green_2_0187,train,0.9999502,0.99998415,0.9997285
white_0006_0688,train,0.99909306,0.9997794,0.99993443
ebihara_0712_4409_68,train,0.9990356,0.9996898,0.99947673
sony_red_0015_0426,train,0.99990916,0.9999659,0.9997203
kitano_green_2_0127,train,0.9995883,0.9998708,0.9993511
sawada_red_2_0197,train,0.9997615,0.99991584,0.9995548
green_0008_0323,train,0.999853,0.99995637,0.99965084
sasaki_red_1_0010,train,0.9998654,0.9999447,0.99930096
ebihara_0712_4409_91,train,0.99891806,0.9996338,0.9998227
white_0008_0399,train,0.9998536,0.99995756,0.99983954
kitano_green_2_0098,train,0.99682426,0.99901545,0.9995389
sasaki_green_1_0065,train,0.99965584,0.9998982,0.9999702
sasaki_green_1_0056,train,0.9987644,0.99958783,0.9999535
sony_red_0019_0363,train,0.99982244,0.99995685,0.9995937
sony_green_0616_0006_0376,train,0.9999145,0.9999753,0.9997845
sasaki_red_1_0287,train,0.99985766,0.99995375,0.999833
ebihara_0712_4408_11,train,0.9998543,0.9999548,0.99983406
sawada_red_2_0248,train,0.99951184,0.9997316,0.9983689
green_0006_0416,train,0.9999807,0.9999907,0.99998534
sony_red_0616_0002_0507,train,0.9999126,0.9999851,0.999941
uratani_green_3_0218,train,0.99978095,0.9999167,0.9999933
sony_white_0006_0376,train,0.9991099,0.99975735,0.99990475
sony_white_0005_0658,train,0.9995493,0.9998728,0.99982065
green_0006_0692,train,0.9994185,0.999864,0.99983084
green_0014_0258,train,0.99975413,0.9999386,0.9997626
uratani_green_3_0010,train,0.9996383,0.9999145,0.9997842
uratani_red_3_0276,train,0.99981624,0.9999378,0.9998441
ebihara_0712_4408_64,train,0.99988306,0.9999758,0.99982065
white_0008_0543,train,0.99994564,0.9999889,0.99991465
ebihara_0712_4408_120,train,0.99960107,0.999642,0.99960726
sawada_green_2_0186,train,0.999923,0.9999808,0.9997868
white_0008_0311,train,0.99990594,0.9999821,0.9996598
green_0014_0186,train,0.99861777,0.9997129,0.99972695
kitano_red_2_0196,train,0.99980515,0.9999404,0.999705
ebihara_red_1_0202,train,0.9998306,0.9999293,0.9980609
green_0008_0477,train,0.99967825,0.99986804,0.9986229
sony_red_0014_0465,train,0.9990361,0.9997285,0.9994671
ebihara_0712_4409_18,train,0.99988806,0.9999746,0.9998142
sony_white_0006_0619,train,0.9997402,0.9997534,0.9999378
uratani_red_3_0278,train,0.999897,0.99997354,0.9997032
kitano_red_2_0224,train,0.9969331,0.99899954,0.998517
sawada_green_2_0194,train,0.999757,0.9999223,0.9995776
red_0712_0036_41,train,0.9997329,0.9999201,0.9997117
sony_red_0010_0150,train,0.99978524,0.99990535,0.9991191
sasaki_red_1_0138,train,0.99989724,0.99996924,0.9995011
sony_white_0006_0498,train,0.9988256,0.9989359,0.99371547
sasaki_green_1_0009,train,0.9999547,0.9999833,0.99964106
white_0014_0116,train,0.9998481,0.999943,0.99950266
ebihara_0712_4409_94,train,0.99987113,0.99989617,0.99981016
kitano_red_2_0198,train,0.99983656,0.99995446,0.9992995
sasaki_red_1_0107,train,0.99971837,0.9999218,0.9998491
sony_red_0616_0002_0445,train,0.996897,0.99858654,0.9996327
sony_white_0006_0455,train,0.99996746,0.9999944,0.9999627
green_0014_0303,train,0.99931645,0.9998716,0.9994585
ebihara_green_1_0014,train,0.9998258,0.9999505,0.9997998
green_0014_0392,train,0.99973816,0.99995303,0.9998011
ebihara_red_1_0111,train,0.99988735,0.999982,0.99989676
red_0008_0521,train,0.9999447,0.9999863,0.99953496
ebihara_red_1_0201,train,0.9999529,0.999985,0.99926585
kitano_red_2_0147,train,0.99981993,0.99994373,0.9998173
ebihara_0712_4408_102,train,0.999603,0.9998795,0.99973065
sony_red_0008_0239,train,0.99953485,0.99993587,0.99987876
uratani_green_3_0228,train,0.9994435,0.9995178,0.9998443
white_0008_0554,train,0.99993384,0.9999877,0.9998436
sony_white_0006_0476,train,0.9997249,0.9999325,0.9998191
sasaki_red_1_0053,train,0.9998522,0.9999602,0.9997013
ebihara_green_1_0248,train,0.9997359,0.9997863,0.9998512
ebihara_green_1_0171,train,0.99977225,0.9999409,0.99967444
red_0712_0036_19,train,0.9997112,0.9999311,0.9996519
kitano_green_2_0129,train,0.99950564,0.99985754,0.9994406
sony_white_0006_0252,train,0.99993217,0.9999863,0.9996921
red_0006_0498,train,0.99884856,0.9997619,0.9997396
sony_red_0015_0431,train,0.9998161,0.9999536,0.9998759
ebihara_green_1_0147,train,0.9990387,0.9996836,0.9997296
kitano_red_2_0213,train,0.9996125,0.99991083,0.99965537
white_0008_0315,train,0.99995494,0.9999925,0.9997912
white_0006_0691,train,0.99876726,0.9995908,0.9998209
white_0006_0482,train,0.9998658,0.9999769,0.9999237
uratani_green_3_0358,train,0.9989505,0.9995322,0.9997491
red_0006_0664,train,0.9990852,0.9996921,0.999881
red_0008_0513,train,0.99935514,0.99987507,0.99931014
ebihara_0712_4408_92,train,0.9982193,0.9992167,0.99969554
ebihara_red_1_0001,train,0.9992829,0.9998,0.9994361
uratani_red_3_0292,train,0.999723,0.99988616,0.99830544
red_0712_0036_87,train,0.9993923,0.99981934,0.9991899
sony_white_0006_0384,train,0.9988199,0.9996538,0.9998982
red_0006_0702,train,0.999597,0.99992466,0.9995943
uratani_red_3_0012,train,0.9997298,0.99987257,0.9985697
ebihara_green_1_0016,train,0.99972886,0.9999205,0.9997564
uratani_green_3_0300,train,0.9997099,0.9998869,0.9989491
white_0008_0635,train,0.9986059,0.99957985,0.998857
green_0014_0199,train,0.9947246,0.99831855,0.9998591
ebihara_green_1_0101,train,0.9990575,0.9995964,0.9994574
uratani_red_3_0309,train,0.99895453,0.9996,0.9995528
sony_red_0009_0092,train,0.99970347,0.99986756,0.998679
sony_red_0616_0002_0451,train,0.99746394,0.9988242,0.99963677
sawada_red_2_0358,train,0.9997917,0.9999486,0.99979347
sony_red_0019_0366,train,0.99981636,0.9999168,0.99850994
red_0006_0578,train,0.99914217,0.9997857,0.9991229
sasaki_green_1_0106,train,0.9998253,0.99994075,0.99974996
ebihara_red_1_0255,train,0.9984018,0.99929345,0.99962664
sony_red_0015_0414,train,0.99992466,0.9999877,0.9999491
red_0712_0036_29,train,0.99990153,0.99997926,0.99970067
green_0014_0352,train,0.9980081,0.99932194,0.99973375
white_0006_0666,train,0.9996593,0.99993527,0.99973685
ebihara_0712_4408_37,train,0.9998105,0.99995506,0.99985266
sony_white_0005_0638,train,0.9998944,0.999985,0.9999577
white_0008_0556,train,0.9999026,0.99997616,0.99963486
sony_red_0616_0002_0382,train,0.9999254,0.9999782,0.99977547
sony_red_0017_0620,train,0.9997793,0.99994636,0.9998592
sasaki_green_1_0000,train,0.9995753,0.99989533,0.9978362
green_0006_0714,train,0.9996877,0.9999466,0.9998404
red_0006_0479,train,0.9998661,0.99996984,0.9995474
red_0006_0550,train,0.99935085,0.9998252,0.99897456
green_0006_0688,train,0.99889565,0.9997428,0.99978024
green_0014_0223,train,0.998434,0.99968123,0.9992441
sony_red_0015_0420,train,0.999907,0.99998,0.9996691
white_0008_0558,train,0.99986005,0.99994195,0.9988531
sony_white_0006_0461,train,0.9999379,0.99998844,0.99981886
ebihara_0712_4408_108,train,0.99983144,0.9999478,0.99957556
sony_white_0005_0647,train,0.99978775,0.99992394,0.9995485
ebihara_0712_4408_100,train,0.99900514,0.9997093,0.9998454
green_0014_0274,train,0.9942953,0.99486464,0.9979711
sasaki_red_1_0097,train,0.9983581,0.99932754,0.9998573
green_0006_0202,train,0.999413,0.9997205,0.99819
ebihara_0712_4409_33,train,0.99970907,0.9999405,0.9997873
ebihara_0712_4408_13,train,0.99991286,0.9999665,0.999648
sony_red_0019_0360,train,0.9999056,0.9999815,0.9997094
uratani_green_3_0290,train,0.9995888,0.99980456,0.9995091
green_0008_0473,train,0.9997912,0.9999559,0.9993204
ebihara_0712_4409_19,train,0.9997769,0.99994767,0.99950373
sasaki_red_1_0129,train,0.9999366,0.9999918,0.999959
green_0006_0508,train,0.9968437,0.9986468,0.9982181
sony_green_0616_0006_0394,train,0.99980897,0.9999596,0.9997044
sony_white_0006_0204,train,0.9998123,0.99993,0.99946517
sawada_red_2_0201,train,0.9996228,0.9998877,0.9994338
sony_red_0015_0418,train,0.99994254,0.9999895,0.9998454
ebihara_0712_4409_84,train,0.99745077,0.99890316,0.9992617
kitano_red_2_0132,train,0.9998727,0.9999738,0.999747
red_0712_0036_75,train,0.9997694,0.99992573,0.999526
uratani_red_3_0261,train,0.9983254,0.9994318,0.9998909
white_0008_0553,train,0.9995136,0.99989986,0.99942774
ebihara_green_1_0206,train,0.9984456,0.9994863,0.9992623
sasaki_green_1_0067,train,0.99937844,0.99978286,0.9999558
white_0008_0461,train,0.9965174,0.9983529,0.99965787
uratani_red_3_0282,train,0.9999393,0.9999912,0.99994576
sony_white_0006_0503,train,0.9986823,0.9995628,0.9997329
uratani_red_3_0303,train,0.9998586,0.99996424,0.9997949
sasaki_red_1_0115,train,0.99947673,0.9998549,0.9998388
ebihara_0712_4409_17,train,0.9997298,0.99992216,0.9994154
sawada_red_2_0100,train,0.9996573,0.9999336,0.9997111
sony_red_0616_0002_0509,train,0.9997317,0.999948,0.99967694
ebihara_0712_4408_97,train,0.9993167,0.9997497,0.9998946
sawada_green_2_0149,train,0.9997725,0.99993587,0.9997991
sony_red_0616_0002_0516,train,0.999676,0.9998808,0.9993917
sony_red_0616_0002_0461,train,0.9961482,0.99826497,0.9993274
uratani_red_3_0132,train,0.999564,0.999879,0.9992636
uratani_red_3_0035,train,0.99965966,0.9998437,0.9986325
white_0014_0106,train,0.9992786,0.9997731,0.9998093
sony_red_0008_0247,train,0.9998872,0.99995995,0.99942565
green_0006_0492,train,0.99877363,0.9997141,0.9996037
red_0006_0650,train,0.999589,0.9999081,0.9997168
red_0712_0036_67,train,0.99988484,0.99995804,0.9996333
kitano_red_2_0184,train,0.9997538,0.9999559,0.99991214
uratani_green_3_0298,train,0.9996055,0.99987197,0.99964404
sasaki_red_1_0052,train,0.9998524,0.9999633,0.9997372
uratani_green_3_0283,train,0.99986494,0.9999583,0.9997377
ebihara_0712_4408_4,train,0.99979967,0.9999151,0.9994746
sawada_green_2_0219,train,0.9996482,0.9999155,0.9993486
sony_white_0005_0646,train,0.9999292,0.99998176,0.9997317
white_0006_0578,train,0.99988854,0.99994564,0.99997973
sony_green_0616_0006_0400,train,0.9999579,0.99998355,0.999943
sony_white_0006_0488,train,0.9993284,0.9998068,0.99963427
ebihara_0712_4409_102,train,0.99975413,0.99995065,0.9998086
sony_white_0006_0310,train,0.99975294,0.9999399,0.99954885
uratani_red_3_0329,train,0.996088,0.99786264,0.997837
ebihara_0712_4408_16,train,0.99953115,0.9998443,0.999655
ebihara_0712_4408_12,train,0.99961025,0.99988616,0.999772
red_0712_0036_117,train,0.9986559,0.99946564,0.99778795
sony_red_0014_0439,train,0.99991906,0.99998903,0.99997103
sony_green_0616_0006_0396,train,0.99982184,0.9999577,0.99967587
sawada_green_2_0218,train,0.99976665,0.99994457,0.99968314
ebihara_0712_4408_2,train,0.9999112,0.99996316,0.9995516
green_0006_0467,train,0.9992798,0.9998368,0.99979883
red_0008_0566,train,0.9966876,0.9991634,0.9998821
green_0008_0470,train,0.9995376,0.99992955,0.99970526
ebihara_0712_4408_43,train,0.9979042,0.9982425,0.9999865
sony_red_0016_0643,train,0.9999627,0.9999932,0.99985325
red_0006_0630,train,0.9999572,0.99997437,0.99989057
ebihara_green_1_0067,train,0.9993668,0.9994685,0.99969554
ebihara_0712_4408_99,train,0.99982965,0.9999572,0.9998933
sony_red_0015_0433,train,0.9999428,0.99998045,0.999663
green_0006_0516,train,0.9991036,0.9996681,0.99979883
red_0712_0036_115,train,0.99843293,0.9993493,0.998431
kitano_red_2_0183,train,0.9999752,0.9999943,0.9999299
red_0006_0706,train,0.9996145,0.99992824,0.9996549
uratani_red_3_0293,train,0.9998235,0.9999206,0.99938166
sony_white_0006_0466,train,0.99996686,0.99999106,0.9996593
red_0006_0663,train,0.9986713,0.99966323,0.99991393
ebihara_0712_4409_127,train,0.9997756,0.99992466,0.998857
sony_red_0015_0429,train,0.999876,0.9999678,0.999861
sasaki_red_1_0113,train,0.9998679,0.9999716,0.99989927
uratani_green_3_0180,train,0.999814,0.99994457,0.9997954
red_0006_0635,train,0.99980587,0.9999616,0.99966586
sony_red_0616_0002_0508,train,0.99983287,0.9999707,0.99989533
green_0014_0260,train,0.99780494,0.99945015,0.99993193
white_0006_0566,train,0.9990496,0.99963224,0.99989796
white_0006_0590,train,0.99761117,0.99885976,0.9997409
ebihara_red_1_0230,train,0.9993554,0.9998579,0.99955064
green_0008_0452,train,0.99986386,0.99996173,0.9997161
ebihara_0712_4409_51,train,0.9994259,0.9998436,0.99958247
sony_white_0005_0278,train,,,
ebihara_red_1_0190,train,0.99979514,0.9999558,0.9998079
uratani_red_3_0279,train,0.9999114,0.9999809,0.9998462
ebihara_green_1_0140,train,0.9993849,0.9997726,0.99887294
ebihara_red_1_0236,train,0.99925727,0.99981123,0.9991536
ebihara_0712_4409_5,train,0.9995436,0.99988866,0.9997681
uratani_green_3_0273,train,0.9986712,0.99966335,0.99911326
sony_white_0006_0364,train,0.9993709,0.999833,0.999881
green_0008_0475,train,0.9995433,0.9998462,0.9978377
sony_red_0616_0002_0420,train,0.9990054,0.9996039,0.9998192
sony_red_0016_0652,train,0.9998074,0.99992037,0.9993099
sony_red_0014_0447,train,0.99993086,0.99998045,0.99952793
ebihara_0712_4409_26,train,0.9986118,0.99947625,0.99913883
red_0008_0374,train,0.9997881,0.99995995,0.99977976
red_0006_0642,train,0.99992096,0.99998164,0.9996544
ebihara_green_1_0262,train,0.99982387,0.99996376,0.9998683
sony_white_0005_0656,train,0.99989784,0.999962,0.9996731
green_0006_0446,train,0.99973637,0.9999366,0.99985194
red_0712_0036_14,train,0.999889,0.999962,0.9997155
ebihara_red_1_0214,train,0.99984324,0.9999554,0.9998956
sony_white_0005_0648,train,0.9994541,0.99981886,0.999542
ebihara_0712_4409_115,train,0.99998605,0.9999938,0.99998343
sawada_green_2_0122,train,0.99986255,0.99996614,0.99978584
red_0006_0586,train,0.99930155,0.9997712,0.99886644
ebihara_0712_4409_16,train,0.99956375,0.9997197,0.99956614
sawada_red_2_0183,train,0.99989843,0.99998116,0.9998745
ebihara_green_1_0127,train,0.9991211,0.9990434,0.99884963
sony_red_0016_0649,train,0.9998634,0.99995315,0.9995129
ebihara_0712_4409_44,train,0.99992824,0.9999616,0.9999182
sasaki_red_1_0182,train,0.99870133,0.9994382,0.9975465
green_0008_0520,train,0.99923086,0.99987435,0.9997086
white_0008_0517,train,0.9993303,0.9997342,0.9998877
ebihara_red_1_0193,train,0.99991596,0.9999907,0.99996865
green_0008_0352,train,0.9997514,0.9999378,0.99991107
sasaki_red_1_0086,train,0.9994931,0.9998192,0.999813
white_0006_0698,train,0.9990928,0.9996159,0.99786407
white_0008_0447,train,0.99760723,0.9991358,0.99979264
sony_red_0014_0463,train,0.9996941,0.9999075,0.9995964
white_0014_0033,train,0.9999496,0.99999213,0.99987733
white_0008_0562,train,0.9998061,0.9999541,0.9998099
uratani_red_3_0298,train,0.99977845,0.9999347,0.99973387
red_0006_0634,train,0.99981064,0.9999622,0.9998079
white_0014_0053,train,0.9998481,0.9999403,0.99962413
green_0006_0499,train,0.99871397,0.99943453,0.99878675
kitano_red_2_0209,train,0.99974185,0.99994457,0.9996265
sawada_green_2_0000,train,0.9998406,0.99996185,0.9997986
sony_white_0006_0500,train,0.9988588,0.9994461,0.99892175
green_0006_0481,train,0.9983246,0.99959284,0.9986541
sony_white_0006_0485,train,0.9992157,0.9997795,0.99943537
sawada_red_2_0191,train,0.99986243,0.9999666,0.99973637
sasaki_green_1_0122,train,0.9997217,0.9999212,0.99936825
sony_white_0006_0444,train,0.9998486,0.99996483,0.9997271
sasaki_green_1_0052,train,0.9995721,0.9997546,0.9998797
green_0008_0474,train,0.9998041,0.99995685,0.99985576
sasaki_red_1_0174,train,0.9988972,0.9996934,0.9991968
ebihara_0712_4409_38,train,0.9998234,0.9999318,0.9995352
sony_red_0616_0002_0518,train,0.9999478,0.9999833,0.9997553
sony_red_0017_0611,train,0.9997869,0.99993026,0.9994106
green_0006_0633,train,0.9996573,0.99992645,0.99979347
white_0006_0656,train,0.99988747,0.9999726,0.99978393
sony_white_0005_0641,train,0.9999422,0.9999894,0.9997956
ebihara_0712_4409_90,train,0.9992093,0.9997305,0.9999069
red_0712_0036_71,train,0.99952924,0.9998877,0.9998259
ebihara_red_1_0204,train,0.99975437,0.9999306,0.9997365
red_0712_0036_22,train,0.99978465,0.9999536,0.99983823
sony_red_0017_0608,train,0.99986327,0.9999709,0.9997652
uratani_red_3_0207,train,0.99920964,0.99977165,0.9998795
white_0006_0526,train,0.9999124,0.9999763,0.9998067
sony_white_0006_0360,train,0.9994338,0.9998621,0.9998621
ebihara_0712_4408_86,train,0.9976889,0.99889886,0.99966526
sony_red_0008_0244,train,0.9998958,0.9999634,0.99982506
green_0008_0483,train,0.99933666,0.99987245,0.99980193
ebihara_0712_4409_40,train,0.99991274,0.9999689,0.99964094
red_0712_0036_103,train,0.99825674,0.9992587,0.9997249
white_0006_0685,train,0.99966085,0.999936,0.9998789
ebihara_red_1_0247,train,0.9991478,0.9996954,0.99976283
sony_green_0616_0006_0398,train,0.9995658,0.99985814,0.99915516
green_0006_0260,train,0.99987626,0.9999851,0.9999727
kitano_red_2_0189,train,0.9999025,0.99996805,0.99965334
green_0014_0248,train,0.99987864,0.9999682,0.99972194
sony_white_0006_0230,train,0.99988365,0.99997354,0.9998698
ebihara_0712_4408_66,train,0.99977046,0.999949,0.9998461
sawada_green_2_0171,train,0.99925536,0.99973875,0.9993073
red_0006_0632,train,0.99976975,0.99994206,0.9997025
sasaki_green_1_0107,train,0.99973434,0.99990416,0.9994578
kitano_green_2_0116,train,0.9997508,0.9998963,0.99795806
sawada_green_2_0203,train,0.9994287,0.99981457,0.999482
red_0712_0036_27,train,0.9998629,0.99998116,0.9999292
green_0014_0362,train,0.99853706,0.9995993,0.9999275
red_0008_0532,train,0.99972016,0.9999273,0.9995739
kitano_red_2_0205,train,0.99959284,0.99985397,0.9990429
kitano_red_2_0202,train,0.9979984,0.99796,0.9932861
green_0006_0503,train,0.9982198,0.9990233,0.99578387
red_0712_0036_20,train,0.9996743,0.99991786,0.9994593
red_0712_0036_7,train,0.99989283,0.9999536,0.9995153
red_0008_0535,train,0.9997938,0.99996006,0.99951494
ebihara_0712_4409_97,train,0.99974996,0.99992406,0.9996544
sony_red_0014_0445,train,0.9998191,0.9999635,0.99986255
ebihara_red_1_0156,train,0.9958697,0.9981316,0.99920243
sony_white_0006_0219,train,0.99990726,0.9999746,0.99967444
red_0712_0036_34,train,0.9999558,0.99996996,0.9999496
red_0006_0561,train,0.9989814,0.9997569,0.9990728
sony_red_0616_0002_0515,train,0.99986017,0.99996114,0.999469
red_0712_0036_62,train,0.99987185,0.99997354,0.99983716
sawada_green_2_0177,train,0.9998907,0.99996495,0.9998258
green_0014_0249,train,0.99980766,0.99995995,0.99970216
kitano_green_2_0139,train,0.99829024,0.9983204,0.99967766
kitano_green_2_0113,train,0.9998653,0.99996126,0.99985945
ebihara_0712_4408_78,train,0.9995516,0.9998714,0.9998758
red_0712_0036_128,train,0.999025,0.9997217,0.9998847
green_0006_0505,train,0.99720615,0.99869174,0.9969946
white_0014_0037,train,0.9998642,0.99997056,0.9996623
sasaki_red_1_0118,train,0.999762,0.9999522,0.99964905
white_0014_0022,train,0.999866,0.99998105,0.9998535
green_0008_0487,train,0.99889874,0.99973613,0.99980074
ebihara_red_1_0200,train,0.9998373,0.9999559,0.9994148
ebihara_0712_4409_31,train,0.99984825,0.9998741,0.9999776
green_0006_0435,train,0.99989736,0.99997365,0.99950147
sawada_red_2_0328,train,0.9992086,0.99971515,0.99974734
green_0008_0489,train,0.99970895,0.9999205,0.9997774
ebihara_0712_4408_21,train,0.99944156,0.9998548,0.9995597
ebihara_0712_4409_107,train,0.9999049,0.99998,0.99986565
green_0008_0424,train,0.9944817,0.9978631,0.9997483
red_0006_0537,train,0.99994934,0.9999629,0.9999143
white_0008_0498,train,0.99779415,0.9990312,0.99973947
sony_white_0006_0462,train,0.9999256,0.99998677,0.9998264
green_0014_0257,train,0.99990225,0.999985,0.99990964
sony_white_0006_0502,train,0.9992748,0.99971634,0.99960095
ebihara_0712_4409_129,train,0.9999268,0.99997544,0.9994455
green_0006_0460,train,0.9997054,0.9998934,0.998273
green_0014_0252,train,0.9999449,0.99999154,0.99982685
sony_white_0006_0560,train,0.9989262,0.9996369,0.9990414
white_0006_0614,train,0.9985185,0.9992859,0.9995958
ebihara_0712_4409_121,train,0.99985373,0.9998859,0.99940753
uratani_red_3_0316,train,0.99945,0.99983525,0.99937266
white_0008_0566,train,0.99945873,0.9998604,0.9999193
ebihara_green_1_0129,train,0.9994411,0.9997737,0.99936944
sawada_red_2_0338,train,0.9999379,0.99998116,0.99965227
sawada_red_2_0190,train,0.99984765,0.99997354,0.9999113
ebihara_0712_4408_49,train,0.9996076,0.9999156,0.99967647
ebihara_0712_4409_29,train,0.99866974,0.9989052,0.9999902
sony_red_0015_0422,train,0.99994004,0.99998367,0.99971825
sony_red_0009_0090,train,0.9998222,0.99996626,0.99984443
kitano_red_2_0136,train,0.99997616,0.99998593,0.99997354
red_0008_0306,train,0.99998844,0.99999404,0.9999813
sony_red_0016_0647,train,0.99993324,0.9999851,0.9996049
sony_white_0006_0469,train,0.99990416,0.9999641,0.9995584
red_0712_0036_21,train,0.9997304,0.99992406,0.99952173
uratani_red_3_0330,train,0.9998179,0.99989474,0.99965024
green_0008_0456,train,0.9999187,0.99997663,0.9998142
red_0006_0510,train,0.99784243,0.99949884,0.9998317
red_0712_0036_54,train,0.9999124,0.9999534,0.9999405
red_0008_0466,train,0.99929,0.9998067,0.99893326
green_0014_0272,train,0.9995012,0.9997875,0.9994518
sony_red_0008_0317,train,0.99697566,0.9988557,0.99950075
ebihara_green_1_0144,train,0.99966156,0.9999293,0.9999378
sony_red_0017_0606,train,0.9999392,0.99998844,0.999777
sawada_green_2_0155,train,0.9997942,0.99994206,0.9998932
ebihara_0712_4408_74,train,0.99995935,0.9999726,0.99996877
sony_white_0006_0467,train,0.99988246,0.99995697,0.9994048
ebihara_0712_4409_1,train,0.99956805,0.9998828,0.9996369
ebihara_0712_4409_100,train,0.9997564,0.99994195,0.9997296
green_0006_0431,train,0.99988115,0.9999808,0.9998215
white_0006_0388,train,0.99992824,0.9999863,0.99967396
ebihara_0712_4408_70,train,0.9996283,0.9999038,0.99981517
red_0008_0324,train,0.9993874,0.9996792,0.999358
ebihara_0712_4409_134,train,0.9996152,0.99983656,0.99908006
sony_white_0006_0478,train,0.999859,0.9999565,0.99985516
red_0006_0622,train,0.9999232,0.9999814,0.9993717
ebihara_0712_4408_76,train,0.99970645,0.99990654,0.9995968
red_0712_0036_111,train,0.9998029,0.9997358,0.99973613
green_0006_0477,train,0.9989182,0.99978703,0.99932635
red_0712_0036_31,train,0.9997876,0.9999386,0.9992601
sony_red_0017_0610,train,0.9999008,0.9999734,0.99969566
kitano_green_2_0086,train,0.9989895,0.9993449,0.9998889
sawada_green_2_0018,train,0.9997981,0.9999511,0.9997831
green_0006_0447,train,0.99975306,0.99993694,0.9999112
ebihara_green_1_0146,train,0.9996424,0.9998435,0.99963856
ebihara_0712_4408_114,train,0.9997832,0.9999075,0.99945384
green_0014_0213,train,0.9988617,0.9997464,0.99970967
ebihara_0712_4408_18,train,0.9999167,0.99996626,0.99967957
sasaki_red_1_0141,train,0.99968076,0.99991035,0.99948573
green_0006_0337,train,0.9976628,0.99920005,0.9998826
sony_white_0006_0456,train,0.9999497,0.99999297,0.99997675
ebihara_0712_4408_116,train,0.999949,0.9999641,0.9999356
kitano_red_2_0211,train,0.99969053,0.9999281,0.99978167
red_0008_0550,train,0.9999119,0.99997675,0.9997644
red_0006_0574,train,0.9975393,0.9992537,0.9982829
red_0712_0036_56,train,0.99985075,0.99995184,0.999608
kitano_green_2_0158,train,0.9990784,0.9996786,0.99958616
red_0712_0036_83,train,0.99932015,0.99972934,0.99922776
sony_white_0005_0657,train,0.99992394,0.9999769,0.99982375
sony_white_0006_0186,train,0.9996425,0.9998399,0.998987
sony_white_0006_0534,train,0.9958805,0.9989215,0.9995034
red_0712_0036_28,train,0.99994636,0.99999213,0.9999441
green_0008_0399,train,0.98985755,0.99583286,0.99974746
uratani_green_3_0295,train,0.99978644,0.9999391,0.9997521
ebihara_0712_4409_103,train,0.9998627,0.99997413,0.9998869
sony_white_0006_0299,train,0.9999275,0.9999931,0.9999796
white_0008_0565,train,0.9998467,0.9999622,0.9998925
sawada_green_2_0191,train,0.9997749,0.99992216,0.99987864
sasaki_green_1_0094,train,0.9999522,0.99998343,0.9996717
uratani_red_3_0129,train,0.99970835,0.99991786,0.9994506
sony_red_0616_0002_0194,train,0.9995215,0.99983597,0.99908113
sony_white_0006_0437,train,0.99949276,0.9998455,0.9993517
green_0006_0239,train,0.9998134,0.99996626,0.9997024
green_0006_0542,train,0.9989373,0.9996151,0.9998301
uratani_red_3_0236,train,0.9992518,0.999683,0.9996829
red_0712_0036_35,train,0.99967253,0.9998759,0.9995401
red_0712_0036_121,train,0.9985372,0.9994598,0.99954236
kitano_red_2_0208,train,0.99980456,0.9999447,0.9994204
white_0006_0532,train,0.9994561,0.99986064,0.9997614
sony_red_0016_0657,train,0.9997843,0.99994445,0.9997185
sony_white_0006_0457,train,0.99993026,0.9999908,0.99997556
white_0008_0607,train,0.9993017,0.9998596,0.9991892
white_0006_0581,train,0.99853086,0.9992669,0.99952257
sony_green_0616_0006_0150,train,0.9998049,0.9999621,0.9997845
sony_red_0014_0449,train,,,
ebihara_0712_4409_140,train,0.9997092,0.99986994,0.99905294
sasaki_green_1_0048,train,0.9997825,0.99979955,0.9996302
white_0006_0661,train,0.9999157,0.99998283,0.99975353
green_0008_0478,train,0.9998963,0.9999702,0.9996885
white_0006_0507,train,0.99996245,0.9999881,0.9998522
sawada_green_2_0140,train,0.9995192,0.99988425,0.9994916
sony_green_0616_0006_0259,train,0.9993874,0.99981695,0.9999275
sony_white_0005_0660,train,0.9995838,0.999881,0.9997142
sony_white_0006_0328,train,0.9993637,0.9998093,0.999574
ebihara_0712_4409_49,train,0.9998288,0.99996233,0.9997079
green_0006_0483,train,0.9988846,0.9997609,0.9991359
green_0008_0347,train,0.9997243,0.9999292,0.999925
red_0008_0527,train,0.9991922,0.9996792,0.99837816
green_0014_0231,train,0.99876994,0.99961984,0.99975103
white_0008_0486,train,0.99744296,0.99892753,0.99979156
kitano_green_2_0061,train,0.999811,0.9999546,0.9998067
sony_white_0006_0527,train,0.99918276,0.9998504,0.9994733
sawada_red_2_0365,train,0.9998647,0.9999646,0.99984753
ebihara_red_1_0194,train,0.99993837,0.99999404,0.999979
ebihara_red_1_0197,train,0.9999181,0.99998856,0.99996483
sony_green_0616_0006_0395,train,0.9998331,0.99996424,0.9997825
kitano_green_2_0104,train,0.99988234,0.999979,0.99987197
ebihara_0712_4409_70,train,0.9993894,0.9997627,0.9994411
sony_red_0014_0456,train,0.99955696,0.9999006,0.9997886
ebihara_0712_4409_39,train,0.9995295,0.99982613,0.99963105
ebihara_green_1_0145,train,0.99969864,0.9998597,0.99660444
kitano_red_2_0217,train,0.9986725,0.99964726,0.99917454
sasaki_green_1_0167,train,0.99970907,0.99990666,0.9995454
uratani_red_3_0284,train,0.9999292,0.99998784,0.99994016
ebihara_green_1_0054,train,0.9997285,0.9999399,0.9997868
red_0712_0036_8,train,0.99965763,0.9998247,0.99848336
