path,phase,TOE_x,TOE_y,HOSEL_x,HOSEL_y,GRIP_x,GRIP_y
sony_white_0006_0305,train,0.17037,0.294792,0.152778,0.3125,0.323148,0.428646
white_0008_0416,train,0.640104,0.140741,0.630729,0.171296,0.510417,0.360185
green_0014_0239,train,0.795833,0.232407,0.797917,0.264815,0.640625,0.527778
sony_white_0005_0645,train,0.314815,0.645833,0.349074,0.645833,0.501852,0.520833
kitano_green_2_0117,train,0.586979,0.550926,0.583854,0.574074,0.565625,0.567593
kitano_red_2_0185,train,0.339583,0.498148,0.355729,0.522222,0.488542,0.432407
sasaki_red_1_0176,train,0.530208,0.427778,0.519271,0.402778,0.581771,0.244444
sony_white_0006_0501,train,0.533333,0.272396,0.567593,0.276042,0.609259,0.369271
uratani_red_3_0193,train,0.432292,0.176852,0.417708,0.183333,0.378125,0.37963
green_0006_0270,train,0.225,0.444444,0.233333,0.482407,0.413021,0.562037
uratani_green_3_0292,train,0.619271,0.789815,0.602604,0.792593,0.538542,0.618519
ebihara_red_1_0207,train,0.775,0.741667,0.755208,0.759259,0.615625,0.632407
red_0712_0036_1,train,0.713889,0.651563,0.690741,0.652083,0.55463,0.549479
white_0006_0618,train,0.682813,0.315741,0.685937,0.296296,0.557292,0.281481
ebihara_green_1_0141,train,0.639583,0.365741,0.656771,0.384259,0.675521,0.573148
sawada_red_2_0131,train,0.350521,0.22037,0.342708,0.244444,0.356771,0.455556
white_0014_0049,train,0.426042,0.461111,0.435937,0.494444,0.504167,0.57037
white_0006_0667,train,0.392708,0.892593,0.411458,0.877778,0.526563,0.592593
white_0014_0126,train,0.750521,0.796296,0.741146,0.774074,0.65,0.569444
red_0006_0599,train,0.825521,0.253704,0.848958,0.238889,0.811979,0.382407
ebihara_0712_4408_77,train,0.414815,0.354687,0.380556,0.354687,0.3,0.419792
red_0006_0648,train,0.784375,0.407407,0.765104,0.440741,0.710417,0.563889
red_0006_0654,train,0.942708,0.213889,0.918229,0.235185,0.74375,0.47963
ebihara_0712_4408_88,train,0.535185,0.488542,0.539815,0.473958,0.390741,0.422917
ebihara_0712_4409_36,train,0.317593,0.395833,0.32037,0.410938,0.447222,0.513542
sony_red_0008_0248,train,0.902778,0.465104,0.876852,0.476562,0.585185,0.45625
white_0008_0549,train,0.328125,0.712963,0.344792,0.725926,0.511979,0.573148
sony_white_0006_0584,train,0.422222,0.39375,0.42963,0.375,0.447222,0.382812
red_0006_0484,train,0.894271,0.311111,0.893229,0.352778,0.786458,0.512037
sasaki_green_1_0097,train,0.602083,0.651852,0.6125,0.668519,0.607812,0.613889
sasaki_red_1_0136,train,0.476042,0.622222,0.496875,0.637963,0.584375,0.461111
white_0006_0689,train,0.709896,0.138889,0.721354,0.167593,0.641667,0.362037
red_0008_0315,train,0.645833,0.686111,0.656771,0.705556,0.697396,0.65463
green_0006_0715,train,0.748958,0.125,0.751563,0.169444,0.620313,0.400926
sony_red_0015_0435,train,0.968519,0.495833,0.936111,0.518229,0.664815,0.488542
ebihara_0712_4408_34,train,0.42963,0.378125,0.425926,0.396354,0.461111,0.502604
ebihara_0712_4408_79,train,0.47963,0.373958,0.447222,0.371875,0.309259,0.416146
white_0008_0354,train,0.325,0.553704,0.339062,0.580556,0.477604,0.567593
uratani_green_3_0213,train,0.519271,0.24537,0.508333,0.232407,0.459375,0.325
ebihara_0712_4408_95,train,0.536111,0.407813,0.519444,0.398958,0.317593,0.433333
red_0006_0704,train,0.603125,0.519444,0.608854,0.476852,0.768229,0.323148
sony_red_0014_0455,train,0.819444,0.59375,0.789815,0.595833,0.567593,0.507812
white_0006_0658,train,0.35,0.521296,0.363542,0.547222,0.473438,0.551852
ebihara_0712_4408_90,train,0.534259,0.488021,0.533333,0.473438,0.374074,0.423958
sony_white_0006_0477,train,0.922222,0.5375,0.893519,0.555208,0.607407,0.49375
red_0712_0036_18,train,0.262963,0.577083,0.277778,0.583854,0.452778,0.540104
white_0006_0660,train,0.325521,0.611111,0.339583,0.633333,0.478125,0.57037
uratani_red_3_0288,train,0.288542,0.72037,0.304688,0.733333,0.424479,0.622222
white_0006_0681,train,0.828646,0.297222,0.813542,0.352778,0.616146,0.480556
ebihara_green_1_0152,train,0.743229,0.771296,0.726042,0.766667,0.654167,0.617593
ebihara_0712_4408_110,train,0.212963,0.393229,0.210185,0.404687,0.289815,0.469271
green_0014_0256,train,0.368229,0.440741,0.39375,0.489815,0.546354,0.52037
red_0006_0606,train,0.890625,0.199074,0.9,0.227778,0.801042,0.422222
green_0006_0702,train,0.713021,0.067593,0.721354,0.112037,0.616146,0.376852
ebihara_0712_4408_85,train,0.59537,0.46875,0.583333,0.452604,0.368519,0.415625
ebihara_0712_4408_39,train,0.258333,0.394792,0.251852,0.397396,0.375,0.44375
white_0006_0552,train,0.672917,0.101852,0.660417,0.122222,0.509375,0.330556
ebihara_0712_4409_66,train,0.624074,0.517188,0.62037,0.502604,0.416667,0.433333
red_0712_0036_123,train,0.552778,0.289583,0.569444,0.299479,0.556481,0.426563
uratani_green_3_0215,train,0.527604,0.262037,0.514062,0.247222,0.463021,0.322222
sony_red_0010_0144,train,0.052778,0.40625,0.063889,0.426563,0.328704,0.458854
sony_green_0616_0006_0401,train,0.571296,0.656771,0.564815,0.645312,0.535185,0.513021
sawada_green_2_0095,train,0.528125,0.677778,0.5125,0.683333,0.490104,0.590741
ebihara_0712_4409_135,train,0.506481,0.624479,0.489815,0.627604,0.439815,0.532813
ebihara_0712_4408_6,train,0.568519,0.545833,0.556481,0.55625,0.425,0.544271
green_0006_0650,train,0.460938,0.049074,0.48125,0.056481,0.584375,0.330556
uratani_green_3_0167,train,0.441667,0.185185,0.433854,0.221296,0.472917,0.434259
green_0006_0432,train,0.345313,0.823148,0.377083,0.831481,0.515625,0.613889
ebihara_0712_4408_19,train,0.563889,0.621875,0.549074,0.629167,0.414815,0.564583
green_0008_0507,train,0.48125,0.17963,0.503646,0.177778,0.592708,0.335185
green_0008_0299,train,0.265625,0.418519,0.277604,0.452778,0.448958,0.54537
sawada_green_2_0114,train,0.394792,0.265741,0.390104,0.311111,0.45,0.487963
ebihara_0712_4408_44,train,0.287037,0.451042,0.271296,0.445312,0.343519,0.441146
kitano_green_2_0133,train,0.442188,0.249074,0.453125,0.257407,0.502604,0.382407
sasaki_green_1_0102,train,0.699479,0.796296,0.691667,0.799074,0.616667,0.624074
white_0014_0414,train,0.917188,0.391667,0.891667,0.466667,0.690625,0.485185
kitano_red_2_0159,train,0.605729,0.176852,0.590625,0.165741,0.488542,0.215741
red_0712_0036_88,train,0.265741,0.343229,0.287963,0.336458,0.489815,0.401562
ebihara_0712_4409_3,train,0.639815,0.615625,0.619444,0.624479,0.437037,0.559896
ebihara_0712_4408_9,train,0.626852,0.5875,0.608333,0.594792,0.42037,0.544271
kitano_green_2_0062,train,0.401042,0.280556,0.397396,0.293519,0.486458,0.437037
white_0008_0563,train,0.769792,0.653704,0.741667,0.674074,0.606771,0.547222
sony_white_0006_0518,train,0.269444,0.254167,0.318519,0.245312,0.518519,0.331771
kitano_green_2_0261,train,0.638542,0.655556,0.627604,0.673148,0.551042,0.593519
sasaki_red_1_0114,train,0.597396,0.075,0.578646,0.075,0.511458,0.256481
ebihara_0712_4408_46,train,0.237963,0.421875,0.224074,0.417187,0.355556,0.446354
white_0008_0561,train,0.690104,0.771296,0.676562,0.771296,0.592187,0.566667
sony_white_0006_0667,train,0.288889,0.340104,0.305556,0.333854,0.500926,0.403125
kitano_red_2_0197,train,0.707812,0.249074,0.701042,0.277778,0.605208,0.34537
sony_white_0006_0579,train,0.392593,0.392708,0.396296,0.368229,0.432407,0.376042
sony_red_0015_0434,train,0.957407,0.520833,0.924074,0.528125,0.652778,0.492188
red_0712_0036_80,train,0.564815,0.394271,0.584259,0.401042,0.571296,0.446354
green_0008_0501,train,0.596875,0.188889,0.614062,0.206481,0.622396,0.385185
red_0008_0266,train,0.553125,0.82037,0.569271,0.844444,0.695833,0.680556
red_0008_0620,train,0.554688,0.558333,0.567187,0.525,0.730729,0.381481
white_0014_0202,train,0.406771,0.482407,0.409896,0.434259,0.610417,0.260185
uratani_red_3_0180,train,0.345313,0.183333,0.333854,0.203704,0.359375,0.422222
white_0008_0529,train,0.632292,0.166667,0.620313,0.197222,0.508333,0.398148
sasaki_red_1_0137,train,0.523438,0.662963,0.538021,0.664815,0.600521,0.460185
red_0008_0558,train,0.964063,0.166667,0.941667,0.178704,0.747917,0.439815
uratani_red_3_0291,train,0.415625,0.852778,0.425521,0.847222,0.461458,0.642593
red_0712_0036_15,train,0.385185,0.620313,0.377778,0.625521,0.475926,0.548438
green_0008_0360,train,0.653125,0.242593,0.634375,0.248148,0.494792,0.334259
green_0014_0177,train,0.716667,0.47037,0.718229,0.507407,0.623437,0.593519
green_0006_0299,train,0.392188,0.177778,0.383854,0.207407,0.398438,0.42963
ebihara_0712_4408_7,train,0.583333,0.557292,0.565741,0.566667,0.422222,0.545312
uratani_red_3_0136,train,0.289062,0.755556,0.297917,0.762963,0.39375,0.605556
sony_red_0014_0462,train,0.9,0.439583,0.875,0.459896,0.616667,0.470833
sony_red_0015_0413,train,0.12963,0.483854,0.152778,0.504167,0.421296,0.506771
sony_red_0616_0002_0512,train,0.289815,0.619792,0.340741,0.622396,0.52963,0.531771
sawada_green_2_0192,train,0.541146,0.793519,0.552604,0.786111,0.526563,0.636111
ebihara_red_1_0205,train,0.736979,0.861111,0.719271,0.862963,0.610417,0.65
ebihara_0712_4408_111,train,0.207407,0.411979,0.203704,0.422396,0.287963,0.473438
sawada_green_2_0184,train,0.384375,0.324074,0.394271,0.366667,0.479687,0.538889
kitano_red_2_0131,train,0.360417,0.173148,0.352604,0.196296,0.429688,0.319444
red_0006_0540,train,0.731771,0.294444,0.754167,0.271296,0.808333,0.338889
red_0008_0531,train,0.586458,0.768519,0.591146,0.788889,0.671354,0.639815
uratani_green_3_0230,train,0.570312,0.387037,0.561979,0.367593,0.478646,0.342593
green_0014_0234,train,0.69375,0.128704,0.715625,0.172222,0.677083,0.402778
ebihara_0712_4408_89,train,0.511111,0.486458,0.516667,0.473958,0.392593,0.425521
ebihara_green_1_0182,train,0.647917,0.551852,0.641667,0.512963,0.577083,0.401852
sawada_red_2_0235,train,0.297917,0.597222,0.296354,0.57963,0.404687,0.484259
kitano_green_2_0160,train,0.627604,0.567593,0.623437,0.539815,0.515625,0.400926
red_0712_0036_55,train,0.361111,0.36875,0.348148,0.376563,0.383333,0.456771
sony_red_0009_0088,train,0.063889,0.514583,0.085185,0.533333,0.409259,0.490104
sawada_green_2_0224,train,0.365625,0.27963,0.365104,0.311111,0.448437,0.413889
white_0008_0664,train,0.508333,0.493519,0.501563,0.442593,0.509896,0.328704
ebihara_0712_4408_14,train,0.548148,0.603125,0.534259,0.610417,0.410185,0.557292
sony_white_0006_0263,train,0.046296,0.530208,0.075,0.548958,0.369444,0.49375
ebihara_green_1_0065,train,0.59375,0.280556,0.583854,0.265741,0.591146,0.413889
red_0006_0595,train,0.803646,0.332407,0.809896,0.287963,0.816146,0.362963
sasaki_red_1_0175,train,0.514583,0.417593,0.506771,0.390741,0.58125,0.243519
kitano_red_2_0218,train,0.394271,0.237037,0.402083,0.208333,0.513542,0.17963
uratani_green_3_0209,train,0.505208,0.212037,0.491667,0.202778,0.45625,0.323148
ebihara_red_1_0196,train,0.346354,0.531481,0.364583,0.569444,0.525521,0.62963
ebihara_0712_4409_56,train,0.403704,0.348438,0.37037,0.353125,0.342593,0.434896
sawada_red_2_0194,train,0.280729,0.814815,0.298438,0.825926,0.408854,0.662963
white_0008_0551,train,0.336458,0.794444,0.355729,0.801852,0.522396,0.581481
sasaki_green_1_0038,train,0.505208,0.3,0.496354,0.298148,0.532292,0.423148
sasaki_green_1_0109,train,0.657292,0.607407,0.65,0.624074,0.606771,0.577778
ebihara_0712_4408_47,train,0.214815,0.402083,0.203704,0.403646,0.372222,0.453646
sony_red_0016_0653,train,0.652778,0.627083,0.62037,0.619792,0.557407,0.517188
red_0006_0437,train,0.642188,0.710185,0.651563,0.730556,0.704167,0.666667
red_0712_0036_42,train,0.600926,0.383333,0.578704,0.383333,0.402778,0.41875
white_0006_0529,train,0.548438,0.159259,0.541667,0.194444,0.479167,0.40463
white_0014_0089,train,0.704167,0.240741,0.713021,0.226852,0.610417,0.298148
ebihara_0712_4408_54,train,0.646296,0.581771,0.619444,0.591146,0.444444,0.549479
red_0712_0036_52,train,0.488889,0.373958,0.468519,0.375521,0.390741,0.436458
red_0712_0036_76,train,0.775926,0.491667,0.762037,0.503646,0.599074,0.494271
white_0006_0535,train,0.585417,0.126852,0.577083,0.160185,0.490625,0.377778
red_0008_0548,train,0.71875,0.475,0.706771,0.526852,0.698958,0.563889
ebihara_0712_4409_6,train,0.693519,0.584896,0.669444,0.595313,0.462963,0.553646
white_0014_0118,train,0.376042,0.692593,0.395833,0.702778,0.522396,0.625926
sawada_green_2_0195,train,0.628125,0.857407,0.616146,0.855556,0.535417,0.64537
green_0006_0264,train,0.216667,0.515741,0.231771,0.555556,0.422396,0.587037
ebihara_0712_4409_60,train,0.538889,0.403125,0.512037,0.397917,0.365741,0.429688
green_0006_0433,train,0.385417,0.864815,0.417187,0.868519,0.527604,0.613889
green_0006_0326,train,0.599479,0.177778,0.579167,0.186111,0.444271,0.334259
white_0014_0147,train,0.479167,0.221296,0.488542,0.192593,0.629687,0.218519
green_0006_0223,train,0.399479,0.894444,0.414062,0.894444,0.502083,0.651852
green_0008_0221,train,0.466146,0.913889,0.473438,0.907407,0.533854,0.64537
sawada_red_2_0353,train,0.625521,0.705556,0.614583,0.726852,0.480729,0.634259
sony_red_0009_0094,train,0.771296,0.620833,0.75463,0.617188,0.57037,0.492188
sawada_red_2_0182,train,0.307812,0.323148,0.298958,0.349074,0.353646,0.532407
ebihara_0712_4408_38,train,0.243519,0.378125,0.247222,0.384896,0.387037,0.446875
sony_red_0616_0002_0437,train,0.781481,0.404167,0.75463,0.384896,0.5,0.392188
red_0712_0036_107,train,0.482407,0.441667,0.490741,0.427083,0.478704,0.4
sony_red_0016_0655,train,0.739815,0.596875,0.707407,0.594792,0.575926,0.508854
ebihara_green_1_0180,train,0.617188,0.489815,0.603646,0.450926,0.571875,0.401852
white_0008_0655,train,0.499479,0.512037,0.489063,0.463889,0.505208,0.322222
green_0006_0309,train,0.475,0.146296,0.4625,0.168519,0.4125,0.384259
sawada_red_2_0200,train,0.520312,0.862037,0.518229,0.847222,0.464583,0.659259
red_0712_0036_114,train,0.387037,0.339062,0.413889,0.333854,0.499074,0.394792
red_0008_0529,train,0.629687,0.70463,0.634896,0.727778,0.674479,0.633333
sasaki_green_1_0074,train,0.55,0.317593,0.538021,0.312963,0.534375,0.423148
ebihara_0712_4409_9,train,0.661111,0.529687,0.64537,0.545833,0.476852,0.542708
red_0006_0505,train,0.928125,0.14537,0.935417,0.181481,0.810937,0.434259
ebihara_0712_4409_32,train,0.206481,0.418229,0.19537,0.415104,0.366667,0.445833
sony_white_0006_0315,train,0.275,0.261458,0.238889,0.282813,0.32963,0.417708
green_0014_0253,train,0.292187,0.772222,0.326562,0.786111,0.535417,0.598148
ebihara_0712_4408_50,train,0.289815,0.386458,0.3,0.399479,0.435185,0.497396
sony_red_0616_0002_0415,train,0.669444,0.350521,0.639815,0.338542,0.440741,0.394792
ebihara_0712_4408_20,train,0.593519,0.625,0.581481,0.630208,0.425926,0.564583
kitano_green_2_0107,train,0.53125,0.638889,0.548438,0.663889,0.555729,0.606481
kitano_green_2_0124,train,0.460417,0.310185,0.471354,0.322222,0.519271,0.431481
red_0712_0036_92,train,0.3,0.403646,0.313889,0.385417,0.44537,0.389062
white_0008_0383,train,0.426042,0.339815,0.431771,0.371296,0.470313,0.485185
ebihara_0712_4409_21,train,0.219444,0.367708,0.217593,0.377604,0.424074,0.469792
sawada_red_2_0196,train,0.352604,0.875926,0.371875,0.873148,0.427604,0.671296
kitano_green_2_0159,train,0.626042,0.567593,0.625521,0.536111,0.516667,0.400926
kitano_red_2_0192,train,0.719271,0.547222,0.703646,0.555556,0.578646,0.42037
sony_red_0616_0002_0401,train,0.527778,0.327604,0.498148,0.327604,0.389815,0.409896
green_0014_0322,train,0.461979,0.557407,0.465625,0.515741,0.607812,0.307407
sony_red_0017_0623,train,0.942593,0.521875,0.919444,0.544792,0.631481,0.493229
sawada_green_2_0220,train,0.360938,0.228704,0.358333,0.262037,0.45625,0.423148
uratani_green_3_0141,train,0.606771,0.709259,0.5875,0.718519,0.518229,0.576852
green_0006_0294,train,0.354167,0.203704,0.346354,0.236111,0.394792,0.448148
green_0006_0680,train,0.617708,0.003704,0.635938,0.034259,0.604167,0.358333
white_0006_0706,train,0.45,0.297222,0.458333,0.267593,0.589063,0.251852
sawada_red_2_0205,train,0.636979,0.662963,0.622917,0.669444,0.497396,0.614815
sony_red_0008_0245,train,0.807407,0.592187,0.764815,0.603125,0.552778,0.488542
uratani_green_3_0190,train,0.440625,0.09537,0.430729,0.101852,0.448958,0.339815
kitano_green_2_0038,train,0.548438,0.638889,0.551042,0.626852,0.551042,0.611111
kitano_red_2_0215,train,0.388542,0.175,0.4,0.15,0.526563,0.181481
sony_red_0017_0612,train,0.476852,0.66875,0.508333,0.666146,0.539815,0.526563
red_0712_0036_101,train,0.662037,0.4625,0.662037,0.442188,0.465741,0.397917
kitano_red_2_0148,train,0.546354,0.137963,0.530729,0.136111,0.467187,0.225
sawada_green_2_0200,train,0.646354,0.755556,0.63125,0.763889,0.538021,0.626852
sasaki_green_1_0046,train,0.528125,0.332407,0.517708,0.328704,0.531771,0.413889
ebihara_0712_4409_50,train,0.168519,0.332292,0.156481,0.344792,0.311111,0.454688
sony_red_0015_0432,train,0.924074,0.556771,0.894444,0.56875,0.646296,0.505208
ebihara_0712_4409_137,train,0.511111,0.625,0.491667,0.625521,0.440741,0.521354
uratani_green_3_0310,train,0.392708,0.213889,0.391667,0.237037,0.4625,0.402778
white_0006_0638,train,0.671875,0.159259,0.660417,0.172222,0.511979,0.349074
kitano_red_2_0222,train,0.420833,0.308333,0.420312,0.268519,0.506771,0.186111
sony_red_0014_0453,train,0.743519,0.625521,0.713889,0.628125,0.550926,0.515104
ebihara_0712_4408_17,train,0.55,0.60625,0.534259,0.613021,0.411111,0.55625
uratani_green_3_0340,train,0.604688,0.526852,0.601562,0.498148,0.490104,0.377778
uratani_green_3_0287,train,0.495312,0.482407,0.504687,0.524074,0.519792,0.551852
ebihara_red_1_0045,train,0.54375,0.944444,0.535417,0.938889,0.523438,0.678704
sony_white_0006_0463,train,0.199074,0.608333,0.235185,0.615104,0.468519,0.517188
ebihara_0712_4409_25,train,0.214815,0.429688,0.203704,0.427604,0.362037,0.442708
white_0008_0435,train,0.740625,0.163889,0.729688,0.180556,0.553646,0.30463
ebihara_0712_4408_8,train,0.616667,0.576042,0.593519,0.584375,0.419444,0.545833
sawada_green_2_0091,train,0.557292,0.735185,0.540625,0.740741,0.5,0.606481
white_0014_0120,train,0.35,0.894444,0.367708,0.89537,0.546354,0.643519
red_0006_0655,train,0.954167,0.208333,0.93125,0.221296,0.748437,0.465741
green_0008_0490,train,0.814583,0.42963,0.805729,0.467593,0.642708,0.517593
kitano_green_2_0196,train,0.615104,0.481481,0.611458,0.450926,0.495833,0.401852
green_0006_0315,train,0.522396,0.147222,0.505729,0.165741,0.422396,0.365741
kitano_red_2_0201,train,0.609896,0.116667,0.618229,0.133333,0.602083,0.27037
sony_red_0017_0613,train,0.549074,0.669792,0.57037,0.661458,0.563889,0.525521
green_0006_0507,train,0.526042,0.50463,0.510417,0.461111,0.483854,0.289815
red_0712_0036_77,train,0.75,0.470833,0.737963,0.483333,0.599074,0.4875
sony_red_0019_0374,train,0.898148,0.5375,0.875,0.546875,0.59537,0.499479
ebihara_0712_4408_51,train,0.327778,0.395833,0.337963,0.413021,0.444444,0.506771
uratani_green_3_0171,train,0.428125,0.125,0.421875,0.164815,0.466146,0.422222
ebihara_green_1_0048,train,0.558333,0.158333,0.548958,0.178704,0.594271,0.447222
white_0006_0680,train,0.831771,0.337963,0.814063,0.390741,0.614062,0.488889
sony_white_0006_0562,train,0.283333,0.366667,0.291667,0.35,0.431481,0.364063
sawada_red_2_0203,train,0.607292,0.760185,0.597396,0.759259,0.485938,0.632407
red_0712_0036_17,train,0.310185,0.594792,0.308333,0.601562,0.463889,0.541667
sony_white_0006_0286,train,0.02037,0.390625,0.02037,0.409375,0.32963,0.464062
ebihara_0712_4409_24,train,0.197222,0.411979,0.197222,0.417708,0.37037,0.445833
sony_red_0014_0464,train,0.864815,0.408854,0.853704,0.428125,0.625,0.458854
green_0014_0247,train,0.508333,0.82963,0.519792,0.801852,0.552604,0.647222
ebihara_green_1_0021,train,0.707292,0.588889,0.694271,0.625926,0.644792,0.574074
sawada_red_2_0187,train,0.229687,0.481481,0.236458,0.509259,0.360417,0.596296
red_0712_0036_25,train,0.122222,0.427083,0.131481,0.445312,0.380556,0.50625
sony_white_0006_0475,train,0.885185,0.573958,0.847222,0.591667,0.592593,0.499479
green_0008_0342,train,0.523438,0.180556,0.508854,0.201852,0.456771,0.374074
sawada_green_2_0204,train,0.601042,0.614815,0.588021,0.628704,0.527083,0.587963
red_0008_0552,train,0.859375,0.296296,0.834896,0.339815,0.722396,0.514815
red_0712_0036_86,train,0.359259,0.347917,0.385185,0.346875,0.521296,0.415625
sasaki_red_1_0124,train,0.451042,0.110185,0.436979,0.136111,0.501563,0.337037
sasaki_green_1_0084,train,0.510938,0.256481,0.504167,0.266667,0.546875,0.478704
white_0014_0067,train,0.657292,0.087037,0.65625,0.125,0.549479,0.400926
red_0712_0036_4,train,0.625,0.657292,0.60463,0.657292,0.526852,0.549479
red_0008_0541,train,0.504687,0.80463,0.525521,0.816667,0.676562,0.623148
white_0008_0629,train,0.416146,0.52963,0.416667,0.487963,0.511979,0.294444
sawada_green_2_0135,train,0.432292,0.137963,0.419271,0.152778,0.434896,0.394444
white_0006_0695,train,0.593229,0.162963,0.611979,0.17963,0.629167,0.294444
green_0006_0285,train,0.29375,0.278704,0.290104,0.319444,0.394792,0.498148
red_0006_0707,train,0.595833,0.522222,0.602083,0.485185,0.767188,0.32037
green_0008_0504,train,0.536979,0.178704,0.555208,0.190741,0.611458,0.356481
kitano_red_2_0187,train,0.441667,0.643519,0.453646,0.639815,0.51875,0.449074
white_0006_0563,train,0.688542,0.148148,0.684896,0.153704,0.539062,0.291667
sawada_green_2_0187,train,0.416146,0.477778,0.428646,0.525926,0.494792,0.578704
white_0006_0688,train,0.729688,0.139815,0.738021,0.178704,0.642708,0.378704
ebihara_0712_4409_68,train,0.575,0.542188,0.583333,0.529167,0.44537,0.44375
sony_red_0015_0426,train,0.671296,0.653125,0.652778,0.647396,0.590741,0.524479
kitano_green_2_0127,train,0.436979,0.248148,0.445833,0.265741,0.519271,0.425926
sawada_red_2_0197,train,0.4,0.896296,0.410417,0.887037,0.4375,0.672222
green_0008_0323,train,0.373437,0.235185,0.369792,0.264815,0.434375,0.448148
sasaki_red_1_0010,train,0.551042,0.663889,0.553646,0.658333,0.567708,0.474074
ebihara_0712_4409_91,train,0.434259,0.336979,0.425,0.333333,0.340741,0.424479
white_0008_0399,train,0.523438,0.215741,0.517708,0.255556,0.485938,0.419444
kitano_green_2_0098,train,0.428125,0.3,0.417708,0.29537,0.491146,0.452778
sasaki_green_1_0065,train,0.5625,0.368519,0.551042,0.357407,0.534375,0.412037
sasaki_green_1_0056,train,0.554688,0.369444,0.541667,0.362037,0.531771,0.409259
sony_red_0019_0363,train,0.233333,0.629167,0.273148,0.631771,0.453704,0.523438
sony_green_0616_0006_0376,train,0.244444,0.345833,0.225,0.361458,0.317593,0.459375
sasaki_red_1_0287,train,0.802083,0.469444,0.79375,0.498148,0.643229,0.427778
ebihara_0712_4408_11,train,0.590741,0.614062,0.572222,0.621875,0.423148,0.554688
sawada_red_2_0248,train,0.430208,0.642593,0.414062,0.635185,0.410417,0.508333
green_0006_0416,train,0.422917,0.225926,0.408854,0.249074,0.423438,0.458333
sony_red_0616_0002_0507,train,0.200926,0.491146,0.218519,0.509896,0.465741,0.5125
uratani_green_3_0218,train,0.535937,0.284259,0.525,0.27037,0.466146,0.326852
sony_white_0006_0376,train,0.653704,0.303125,0.619444,0.297396,0.388889,0.376563
sony_white_0005_0658,train,0.958333,0.504167,0.933333,0.520833,0.625926,0.479167
green_0006_0692,train,0.674479,0.032407,0.686979,0.069444,0.611458,0.371296
green_0014_0258,train,0.5,0.162963,0.511458,0.246296,0.559375,0.452778
uratani_green_3_0010,train,0.633854,0.823148,0.614583,0.824074,0.53125,0.625
uratani_red_3_0276,train,0.336458,0.210185,0.325521,0.230556,0.364583,0.44537
ebihara_0712_4408_64,train,0.111111,0.43125,0.10463,0.441667,0.283333,0.485938
white_0008_0543,train,0.383854,0.459259,0.394792,0.487963,0.489063,0.538889
ebihara_0712_4408_120,train,0.276852,0.530208,0.265741,0.523958,0.35463,0.548958
sawada_green_2_0186,train,0.402604,0.421296,0.411979,0.468519,0.490104,0.567593
white_0008_0311,train,0.327083,0.798148,0.342708,0.805556,0.507812,0.613889
green_0014_0186,train,0.779687,0.244444,0.785417,0.287037,0.65,0.540741
kitano_red_2_0196,train,0.724479,0.3,0.7125,0.327778,0.601042,0.362037
ebihara_red_1_0202,train,0.589063,0.942593,0.598958,0.931481,0.589583,0.662963
green_0008_0477,train,0.6,0.932407,0.596354,0.912037,0.582812,0.611111
sony_red_0014_0465,train,0.847222,0.392188,0.84537,0.4125,0.631481,0.453125
ebihara_0712_4409_18,train,0.315741,0.373958,0.318519,0.390104,0.455556,0.490625
sony_white_0006_0619,train,0.492593,0.382292,0.492593,0.360938,0.438889,0.381771
uratani_red_3_0278,train,0.301563,0.251852,0.293229,0.273148,0.364063,0.473148
kitano_red_2_0224,train,0.440104,0.335185,0.434375,0.294444,0.501563,0.187963
sawada_green_2_0194,train,0.59375,0.856481,0.597396,0.843519,0.534896,0.648148
red_0712_0036_41,train,0.565741,0.369271,0.546296,0.371354,0.392593,0.420833
sony_red_0010_0150,train,0.525,0.6625,0.523148,0.650521,0.491667,0.495833
sasaki_red_1_0138,train,0.567708,0.696296,0.583333,0.684259,0.611979,0.457407
sony_white_0006_0498,train,0.586111,0.2875,0.615741,0.290104,0.624074,0.378646
sasaki_green_1_0009,train,0.530208,0.344444,0.529687,0.375926,0.565104,0.533333
white_0014_0116,train,0.458854,0.507407,0.473438,0.52963,0.515625,0.584259
ebihara_0712_4409_94,train,0.327778,0.3125,0.321296,0.310937,0.318519,0.426042
kitano_red_2_0198,train,0.685417,0.202778,0.683854,0.233333,0.607292,0.323148
sasaki_red_1_0107,train,0.65,0.121296,0.629167,0.116667,0.528646,0.230556
sony_red_0616_0002_0445,train,0.787963,0.424479,0.769444,0.401562,0.521296,0.391146
sony_white_0006_0455,train,0.071296,0.435417,0.086111,0.457813,0.365741,0.488542
green_0014_0303,train,0.424479,0.534259,0.426042,0.5,0.607812,0.313889
ebihara_green_1_0014,train,0.756771,0.725,0.738021,0.742593,0.654167,0.609259
green_0014_0392,train,0.359896,0.278704,0.394271,0.309259,0.565104,0.47963
ebihara_red_1_0111,train,0.524479,0.212963,0.505208,0.230556,0.452604,0.437037
red_0008_0521,train,0.809375,0.440741,0.800521,0.484259,0.715104,0.577778
ebihara_red_1_0201,train,0.523438,0.912963,0.54375,0.903704,0.579167,0.666667
kitano_red_2_0147,train,0.540104,0.136111,0.523438,0.132407,0.463021,0.227778
ebihara_0712_4408_102,train,0.387963,0.323437,0.371296,0.326562,0.301852,0.446875
sony_red_0008_0239,train,0.042593,0.544792,0.087037,0.555208,0.402778,0.490104
